packet_count,byte_count,flow_duration,packets_per_second,bytes_per_second,destination_port_count,connection_count,protocol,label
9169,4282209,8,723.254003208277,437668.8858879406,4,5540,6,DDOS
8308,5339473,15,328.431998750657,1278055.5260380062,3,6615,6,DDOS
350,15101,26,24.43718809335227,2439.0213000449876,51,172,6,PORT_SCAN
35,4496,30,5.391863292343766,236.29433537355973,5,9,6,NORMAL
80,3433,9,6.38023586427876,351.96605510358,2,3,6,NORMAL
31,5711,10,6.662463540712324,686.5233425583508,3,8,6,NORMAL
5083,1438272,10,940.1639644030181,1064445.7059028058,1,6185,6,DDOS
43,1445,11,6.06812512985749,197.67551428624094,3,10,6,NORMAL
65,1073,47,7.405781421635302,641.9976394490888,1,5,6,NORMAL
40,3837,86,0.8794465672587519,434.4601950359122,2,46,6,C2_BEACON
7604,3680079,12,548.5431784480277,835468.8474747738,4,2979,6,DDOS
66,5341,56,1.1150177906632293,370.6654376233688,3,44,6,C2_BEACON
77,564,47,6.628281013365962,334.409814589979,1,3,6,NORMAL
3069,5524342,7,1286.7706270214826,1185535.9684334798,4,7647,6,DDOS
420,37362,24,6.647546989965901,1246.1095358516448,166,176,6,PORT_SCAN
77,856,21,1.777397352835725,319.81286399559116,5,5,6,NORMAL
72,2022,99,2.3572793269536585,254.46534357335022,1,63,6,C2_BEACON
64,1440,39,2.1860708769951787,191.53993102156275,3,3,6,NORMAL
66,5593,22,7.088566530481052,138.30374966555118,3,3,6,NORMAL
315,33215,21,14.738967941178554,2698.959358324809,130,75,6,PORT_SCAN
51,1106,69,2.0787715121843364,202.3612289406848,2,99,6,C2_BEACON
375,28827,13,38.004956150694625,2278.9639982967487,113,131,6,PORT_SCAN
25,1142,48,7.668347630468611,518.0316201086016,1,9,6,NORMAL
43,4822,60,5.049454381119717,966.1447607070825,5,4,6,NORMAL
62,3227,54,1.0870462523712814,251.59510720267343,1,25,6,C2_BEACON
223,39067,8,13.652213008331342,759.0175620045959,56,263,6,PORT_SCAN
647,12614,5,27.7025925156561,2081.7071982689113,298,144,6,PORT_SCAN
705,19191,29,5.957079842187861,2314.465705849965,209,161,6,PORT_SCAN
637,19031,26,36.25756862819681,960.1957244900817,63,73,6,PORT_SCAN
5664,1565324,14,1390.6566279728158,1203075.9992405104,2,7640,6,DDOS
57,4504,43,3.8457757445564686,962.4943593662733,4,10,6,NORMAL
17,5626,21,7.090079556433703,895.8819817748234,1,9,6,NORMAL
61,7415,52,1.220607480927157,261.6117635660413,2,41,6,C2_BEACON
3523,9205716,12,946.7781428731898,1237300.0275015694,1,4399,6,DDOS
34,922,22,3.3287598122100484,624.720974063694,1,2,6,NORMAL
241,47857,12,18.41148238370632,1873.3481522109787,187,186,6,PORT_SCAN
55,5435,81,2.7219817438172322,259.9790963005066,3,86,6,C2_BEACON
36,5454,41,0.7074117072930468,375.9253857566679,3,100,6,C2_BEACON
483,35846,14,26.767072909254647,900.7820481118172,61,124,6,PORT_SCAN
357,30586,27,17.526681813436362,2681.1063377461082,90,297,6,PORT_SCAN
31,4511,23,1.552224013233478,348.85101392780206,4,10,6,NORMAL
23,6873,40,1.4672523722128001,331.4532830432062,1,80,6,C2_BEACON
53,2909,33,6.535976231100326,181.27100536307833,5,9,6,NORMAL
32,1764,41,2.2791639193514244,461.61378655299444,3,71,6,C2_BEACON
58,832,32,2.5933418473190786,301.0276155439258,2,10,6,NORMAL
69,6803,23,6.335930279374445,527.7613569132,4,3,6,NORMAL
56,3679,35,7.384264580233587,887.4743822523623,1,6,6,NORMAL
48,3826,40,6.752938769780431,338.6812018049361,2,7,6,NORMAL
53,7809,35,0.9701972556631984,90.13437396439849,3,93,6,C2_BEACON
67,1953,48,1.0585174553269465,964.3514865272147,5,2,6,NORMAL
25,6172,92,1.9033143405792712,205.3846365764096,1,87,6,C2_BEACON
49,2340,56,1.9934744954493249,73.20411834048502,2,8,6,NORMAL
3361,2645327,10,1346.015470981939,1260465.8548343997,3,8046,6,DDOS
63,5537,54,7.521784477890838,894.5892748599015,2,4,6,NORMAL
77,1162,92,2.866510195131632,305.052352731846,2,30,6,C2_BEACON
77,3061,111,1.7695588791524928,238.8404116044962,2,65,6,C2_BEACON
4654,5425168,13,897.4788530789347,781952.3962543505,5,6629,6,DDOS
8566,3322312,3,415.25727828369,1462530.201950072,2,1859,6,DDOS
41,2620,32,1.7433060890479366,121.24235247511385,3,55,6,C2_BEACON
38,1940,56,7.684745317096548,542.0598629215538,1,9,6,NORMAL
74,5849,36,3.5685076127590607,517.1395860228606,4,8,6,NORMAL
44,5548,50,1.9846126631673289,391.30770520373545,1,55,6,C2_BEACON
3883,8445295,6,1450.5631894540961,1257150.393194911,3,9514,6,DDOS
28,2402,34,5.284284732526764,486.59197421789446,1,8,6,NORMAL
194,43575,5,12.949406016299811,2368.6892232404844,277,256,6,PORT_SCAN
8211,6277952,5,622.8256054109042,353812.05453369353,4,6047,6,DDOS
50,6841,86,2.1831967848330667,119.49857946246802,3,36,6,C2_BEACON
56,5600,53,4.238698267866415,469.9389079361484,1,4,6,NORMAL
40,4457,77,2.153004570775125,310.71585179406884,1,69,6,C2_BEACON
706,44634,13,38.83306110840652,2343.1638157244133,207,221,6,PORT_SCAN
589,48336,20,39.17223084583101,1304.7784077496076,237,173,6,PORT_SCAN
69,7298,46,3.8877356587224154,736.5144519181914,1,3,6,NORMAL
780,31422,18,34.32008358367,2174.102937085245,66,99,6,PORT_SCAN
72,2557,59,0.88099170246898,652.5702249437345,3,1,6,NORMAL
307,11532,13,38.92418360681664,1940.502954114235,146,124,6,PORT_SCAN
35,6444,42,4.153928076003114,364.3083850985872,2,4,6,NORMAL
800,20499,6,28.740861147971835,1355.3524954182103,299,202,6,PORT_SCAN
68,1097,49,0.9493477470100173,467.6252249243904,4,8,6,NORMAL
63,6857,118,1.495511343419678,291.3170384533519,2,92,6,C2_BEACON
8191,6543247,3,1463.51709193788,1116928.8957268859,4,4826,6,DDOS
243,13124,23,22.08906483937608,1408.6802761816093,123,152,6,PORT_SCAN
38,1832,33,1.0528204217103063,853.4743598233323,3,1,6,NORMAL
24,2371,52,4.316186636829851,91.83601189966906,1,4,6,NORMAL
5071,5570402,11,1461.2201172101616,1004804.7869327945,4,6045,6,DDOS
409,37792,29,9.105377371810757,1900.362837933873,146,248,6,PORT_SCAN
61,1571,53,3.2790514853771846,583.5686549609508,3,4,6,NORMAL
465,37625,5,13.552873173471143,2352.5310735368366,299,160,6,PORT_SCAN
3839,4155356,5,904.0594716767682,1255781.654441389,5,9612,6,DDOS
5994,6647725,5,1077.8071900498012,1072066.8058630717,5,4354,6,DDOS
70,1391,71,1.6455114316028434,495.93906056630084,2,40,6,C2_BEACON
26,7944,96,0.7273836855499556,344.661860870189,3,92,6,C2_BEACON
38,7302,31,5.006290358084001,804.8852667474287,2,10,6,NORMAL
49,4023,60,0.9380274838240608,471.71339929667585,1,61,6,C2_BEACON
35,5351,39,1.8494540945652478,779.2370123609468,1,8,6,NORMAL
21,5634,85,2.9891361600176247,481.90471661757823,2,88,6,C2_BEACON
45,2788,57,2.98032726553516,306.83525711452245,1,40,6,C2_BEACON
80,3928,114,1.5075020233275078,364.01833160893904,2,63,6,C2_BEACON
23,5666,49,3.1944584112523238,130.61936043913246,4,4,6,NORMAL
786,5390,19,33.26183592308196,2687.2771814094535,167,264,6,PORT_SCAN
465,40613,20,15.339602704187206,1047.3263210126647,296,275,6,PORT_SCAN
60,2584,57,0.5226160369331654,257.0062432393112,1,1,6,NORMAL
203,47983,17,33.12425898940896,530.5612228975402,131,82,6,PORT_SCAN
41,3638,32,1.7475803775258236,327.0370254259951,2,97,6,C2_BEACON
20,1420,52,0.9090351002131567,951.4938692744994,2,5,6,NORMAL
3188,8544647,7,1132.4710227134165,187102.19526140674,5,3967,6,DDOS
80,2864,9,3.397616187348339,477.8366616083972,5,5,6,NORMAL
592,7282,13,38.54794609118698,1554.3422248124696,91,151,6,PORT_SCAN
58,7548,93,0.5398888368506392,450.9714641842636,2,41,6,C2_BEACON
31,4182,34,2.8552496585908838,164.6999002183103,3,4,6,NORMAL
66,3386,25,4.625610067963394,997.0077984662458,3,7,6,NORMAL
65,6380,27,7.9271694248144,603.5906289347505,5,9,6,NORMAL
7047,9883179,14,856.1422010468265,88918.02130094427,1,3523,6,DDOS
760,30939,5,37.886588335875665,2455.4901351022827,179,122,6,PORT_SCAN
65,5446,100,1.3028562218782396,409.11378829338173,3,86,6,C2_BEACON
29,4102,9,4.0169081264478,649.8158640241579,3,10,6,NORMAL
23,3051,40,1.8131346727164477,164.81539833467733,1,57,6,C2_BEACON
624,14984,11,35.34059902855137,786.9711424889484,105,57,6,PORT_SCAN
23,4564,14,2.9837631962453943,123.91630654108619,3,6,6,NORMAL
5000,9360239,13,1031.0323301764365,930691.6423182595,2,9577,6,DDOS
49,4201,107,2.3846466050531205,464.36852791351834,2,91,6,C2_BEACON
284,12100,17,31.887582765214173,998.677499620625,134,66,6,PORT_SCAN
39,2337,51,7.886596433699453,250.63071770498743,1,10,6,NORMAL
59,7912,54,4.8805956065316884,710.7468371730697,5,7,6,NORMAL
26,3549,75,0.9435273764145178,243.66240051075098,2,83,6,C2_BEACON
75,4975,112,0.9228021925460967,286.35659193190645,1,81,6,C2_BEACON
274,7407,23,18.498824204874392,1844.8719599975514,103,229,6,PORT_SCAN
272,6792,24,36.588945585422785,2899.6417576567164,188,187,6,PORT_SCAN
45,3995,31,1.585953168410344,417.8321584895061,1,39,6,C2_BEACON
21,7844,11,1.5500985618184677,166.9993613667429,4,6,6,NORMAL
55,6257,34,2.5318732023214725,288.83349239089443,1,4,6,NORMAL
544,27735,25,33.38179129265711,2490.678502036054,103,137,6,PORT_SCAN
51,2440,24,7.0719374163035535,986.4107826888695,5,4,6,NORMAL
65,2749,45,7.850204593957093,950.509159672932,1,7,6,NORMAL
202,39522,9,30.43676187295874,2519.9818166305968,204,75,6,PORT_SCAN
10,894,29,3.786651059943316,448.67056772594697,2,7,6,NORMAL
37,4805,113,2.517028461893627,462.69984471549975,2,88,6,C2_BEACON
36,3286,43,1.5775151837197594,868.41082299087,3,6,6,NORMAL
71,3208,20,0.5205349929304453,688.0514758419446,1,10,6,NORMAL
371,10004,30,5.07625676810733,2832.7373709166313,88,249,6,PORT_SCAN
28,3353,24,3.073000106327196,795.0564976522621,5,8,6,NORMAL
65,6479,59,2.289780411379744,282.2557660333972,4,2,6,NORMAL
10,6261,40,6.655649627299768,391.28239903012957,3,1,6,NORMAL
59,7253,108,1.826470276998684,332.63852889956877,1,32,6,C2_BEACON
44,7564,98,2.1342557915361766,71.92169512765062,3,35,6,C2_BEACON
22,1329,51,2.232635024841561,416.0645338146939,2,9,6,NORMAL
56,4219,5,6.319384305068817,530.6598462916269,2,1,6,NORMAL
72,7415,52,1.8348833122129975,400.57669250772676,3,67,6,C2_BEACON
61,7443,13,6.893788845884687,109.29003060431582,5,1,6,NORMAL
21,1038,24,3.486199855781814,731.0869185844524,4,9,6,NORMAL
703,39659,24,18.00572997584065,2125.620858295764,103,199,6,PORT_SCAN
47,4356,13,1.4151742250445913,866.4375440083265,3,9,6,NORMAL
6487,9410743,9,875.1232070599482,1207125.395984557,1,8412,6,DDOS
11,6072,51,1.3591380723776498,890.5490276226535,3,6,6,NORMAL
9918,4423148,8,659.0419317889406,1017037.4422367245,5,3293,6,DDOS
40,6995,77,1.871126769798399,227.73223359439118,3,70,6,C2_BEACON
619,12068,18,19.906298012230806,1173.402453846893,197,152,6,PORT_SCAN
236,22723,30,6.8031990340684265,2950.0591540524374,260,103,6,PORT_SCAN
646,38200,12,18.38429175766139,2982.884889413321,236,150,6,PORT_SCAN
50,5037,103,0.9907177412106278,148.69000823520358,1,38,6,C2_BEACON
509,37889,28,37.32464377556936,2607.6572840221097,149,83,6,PORT_SCAN
534,36541,27,39.0497102922801,2004.357788590744,212,135,6,PORT_SCAN
67,6079,41,5.322438730036746,987.2053503490663,3,6,6,NORMAL
54,5937,48,5.310533396054614,191.22172964424905,5,10,6,NORMAL
6941,5695935,12,842.8493133212979,539843.7092673522,4,8786,6,DDOS
29,5466,37,1.548357393292664,934.8002987534904,3,3,6,NORMAL
667,18075,14,15.674863368242436,1243.3353656281733,287,210,6,PORT_SCAN
58,3337,115,2.643397572223566,161.83330032939728,3,33,6,C2_BEACON
56,3137,68,2.0389536789439537,292.6209325671914,1,26,6,C2_BEACON
37,1748,54,2.3333431301767447,462.86007559784514,1,86,6,C2_BEACON
9944,1590992,15,453.0429488003453,1382717.8922553456,4,1897,6,DDOS
57,4573,38,2.8829100280215703,127.1035314347731,3,77,6,C2_BEACON
48,3212,10,0.8677352206159928,446.1090776625903,2,3,6,NORMAL
73,3870,39,1.0657626681655148,477.0725386164936,1,71,6,C2_BEACON
3445,7812602,5,559.3981945027749,933678.6475758012,2,7346,6,DDOS
6372,6251103,13,1075.261471749762,523144.2999460933,5,9686,6,DDOS
353,45475,9,30.523700027863637,967.1505885099391,121,246,6,PORT_SCAN
4176,3986033,7,869.5357560072757,1307912.438822437,3,2083,6,DDOS
327,9872,15,10.485451688968435,1338.3429101874685,166,211,6,PORT_SCAN
6142,8051685,8,1323.449147132068,691706.4120359834,1,1538,6,DDOS
67,7775,19,3.603601783826851,836.0482635410425,4,7,6,NORMAL
22,2423,39,1.517480365297524,480.96156904444797,5,7,6,NORMAL
43,5563,14,1.1323344998899472,935.010101208074,4,5,6,NORMAL
3173,2581317,7,583.6755907945033,671321.9135851138,2,2300,6,DDOS
604,39896,22,33.74914693127578,1461.5681336003863,198,233,6,PORT_SCAN
506,20211,19,17.943756928207137,1907.8831692961685,214,129,6,PORT_SCAN
52,6400,12,4.111374870421146,504.87391058407803,2,10,6,NORMAL
42,711,10,2.2169331179137024,690.5834488135627,5,10,6,NORMAL
72,1244,37,3.8411201914041535,102.85401553482322,2,9,6,NORMAL
40,1233,33,1.3289551181438728,449.9692027399394,1,38,6,C2_BEACON
58,3674,31,7.675264775088701,977.03158595332,3,9,6,NORMAL
6543,7326244,7,446.06123578703523,801528.1403552797,4,6922,6,DDOS
70,2675,46,6.371779935735661,787.3539239134685,5,4,6,NORMAL
73,7424,32,5.336804314574765,364.7070861426278,1,9,6,NORMAL
9166,8095349,7,595.1139419878455,1475381.8233786183,3,4450,6,DDOS
74,3632,59,0.906058940937146,335.8836161063476,3,57,6,C2_BEACON
6966,984969,9,1060.2495542205015,1374915.8925185057,1,5409,6,DDOS
22,6117,28,4.583493961116087,978.9504029794444,3,1,6,NORMAL
32,7166,48,5.79491270709485,332.5725929643843,5,10,6,NORMAL
14,2131,34,6.014920844007058,139.26228877218188,2,8,6,NORMAL
155,10548,6,14.456119567500798,2965.43380711004,77,135,6,PORT_SCAN
9631,9568571,11,321.20447116417125,1157749.1145269412,4,2951,6,DDOS
75,5613,85,1.8973609907952402,366.32612064359654,1,26,6,C2_BEACON
12,1927,21,0.8929926339588239,754.632154106442,5,2,6,NORMAL
614,14842,5,25.551142825651358,1455.2793293623818,200,272,6,PORT_SCAN
798,38904,8,21.272294582560754,706.6011791357187,225,237,6,PORT_SCAN
75,5988,77,1.9346612576983395,175.6746736025985,1,78,6,C2_BEACON
30,5601,100,2.071706225528711,364.9381763673302,2,51,6,C2_BEACON
7203,6501942,7,1000.3991057147554,834658.3740746134,2,3415,6,DDOS
11,7313,9,0.5897105826762743,142.8138215020377,1,8,6,NORMAL
789,20830,5,36.50655386460622,1536.3916500038395,53,56,6,PORT_SCAN
36,4840,20,3.6486188150213397,963.1258078433597,2,5,6,NORMAL
60,2722,33,6.357305276923243,941.8313432112827,5,9,6,NORMAL
41,5169,45,7.6062750841806395,580.5023060123223,5,7,6,NORMAL
69,2276,112,1.5046912091797056,401.8365104524535,1,39,6,C2_BEACON
8275,6258373,9,1392.200550890947,1127303.338551548,4,8159,6,DDOS
451,27726,20,39.822061706261145,1999.9821697637956,51,90,6,PORT_SCAN
679,8984,30,39.03658996733365,975.47729202947,258,151,6,PORT_SCAN
71,2761,109,1.7573585554976603,435.38154902520296,1,29,6,C2_BEACON
63,5466,43,6.430556223825645,264.4027802117829,5,7,6,NORMAL
329,6572,12,19.94974016017025,868.4412753825989,217,123,6,PORT_SCAN
33,6789,13,3.7446371486148116,915.1766573995429,1,2,6,NORMAL
30,3644,32,0.7787015063648995,311.83107599420407,3,91,6,C2_BEACON
74,1575,65,0.7686540698351467,290.8501865028324,1,32,6,C2_BEACON
253,43746,5,8.718123632046098,1028.6991187936478,130,180,6,PORT_SCAN
57,6685,42,4.5996135252593096,623.2176284242095,2,5,6,NORMAL
31,6021,7,3.1980499870659758,672.2681634148427,2,2,6,NORMAL
78,5814,27,2.8131671321519622,391.6623870817997,4,8,6,NORMAL
4168,7978135,4,1289.4991493156872,927030.4692608896,2,9615,6,DDOS
61,1678,44,5.064914480642202,708.9781905087374,1,7,6,NORMAL
6348,7894229,13,1395.5656852521429,208333.39884225183,2,2307,6,DDOS
70,1535,40,0.55366517247015,464.0773049593878,1,62,6,C2_BEACON
632,12961,10,11.907866413265793,2674.372933281889,79,59,6,PORT_SCAN
58,3939,34,3.0567198632699957,401.5504378531537,3,10,6,NORMAL
73,4072,33,1.609881156450748,384.77407048929217,3,46,6,C2_BEACON
17,5494,52,1.2442518108109117,774.6002491369732,2,5,6,NORMAL
76,7831,23,6.844502796168992,288.07504353289914,5,5,6,NORMAL
29,4737,53,2.302265582588708,103.93594067661707,5,7,6,NORMAL
8221,9037891,7,726.4694579333692,748028.9895139887,5,8284,6,DDOS
21,4112,34,2.9069206507401244,391.5722635212834,1,80,6,C2_BEACON
80,4941,23,7.184987617654167,858.7939482154695,2,6,6,NORMAL
24,6198,16,2.4000180416499424,493.6077984232749,1,8,6,NORMAL
144,13662,12,31.954116917594106,1169.1411909206881,290,210,6,PORT_SCAN
52,5797,10,7.416695783834167,854.7767166236313,1,9,6,NORMAL
8278,1208541,14,883.0103586515821,78867.67521667879,1,6143,6,DDOS
31,734,7,5.476618514778534,867.3503765427229,3,8,6,NORMAL
64,6056,61,2.796937831222478,456.6112151422579,3,87,6,C2_BEACON
451,45132,8,20.17108680931219,1637.569184725404,297,252,6,PORT_SCAN
740,12229,24,26.376299012742532,823.0383359819875,188,55,6,PORT_SCAN
15,7260,60,0.7128011592415822,93.18871312677487,5,5,6,NORMAL
79,4837,108,2.1254349982915395,135.8993555483096,1,75,6,C2_BEACON
7189,5179008,5,1221.599466693116,206653.16862743784,3,9017,6,DDOS
39,6304,23,7.844432446745528,51.50187136453964,1,8,6,NORMAL
23,7049,60,4.526667579279831,397.503377941889,2,8,6,NORMAL
412,41239,11,9.296181746077902,2312.2768926691206,251,86,6,PORT_SCAN
39,3138,56,0.8601490016300859,61.37766251690353,3,73,6,C2_BEACON
133,20750,13,7.976377414041832,1925.3069379329086,61,194,6,PORT_SCAN
23,656,23,7.005578321408609,666.9405875146169,2,7,6,NORMAL
75,1447,29,7.2462854968339965,230.57483577718125,1,7,6,NORMAL
742,22054,22,10.566860908303486,1306.0115800008657,73,73,6,PORT_SCAN
737,36244,28,15.686346589324904,2766.66941657543,111,93,6,PORT_SCAN
8395,2468404,5,1334.4041311660642,1058063.0400099563,1,8327,6,DDOS
393,27831,8,14.488264747472122,1748.1269549900983,144,288,6,PORT_SCAN
52,1167,42,5.477090795045441,920.9091323042642,3,7,6,NORMAL
526,14811,29,11.384857903732101,2358.894846217938,241,185,6,PORT_SCAN
671,36059,9,37.23164352666937,648.9434747279047,139,142,6,PORT_SCAN
8605,5540020,6,927.7104684209686,478448.3691631015,1,2253,6,DDOS
25,6541,59,2.0549812726433023,634.5425944703643,4,7,6,NORMAL
9026,4640479,6,873.2706698880276,1386129.3932723498,3,1462,6,DDOS
76,625,52,5.777164433260476,923.2185500536677,5,5,6,NORMAL
50,3878,27,4.373781629036287,59.23703212870368,3,4,6,NORMAL
4054,2888393,14,571.8893168040661,231749.06264446263,2,2287,6,DDOS
19,7201,47,0.8638579564730917,56.06463321873995,2,4,6,NORMAL
53,3955,45,5.092326036000861,434.53408409994637,1,2,6,NORMAL
50,1895,44,1.071612697803066,424.8926302390451,1,30,6,C2_BEACON
482,46464,7,20.72911844293562,2723.62421515882,295,180,6,PORT_SCAN
46,4896,5,6.853792740451009,459.3813808801635,3,6,6,NORMAL
42,6818,39,5.173510829839127,614.227864481108,1,2,6,NORMAL
794,31289,14,6.404513895338761,2822.4738403676583,109,245,6,PORT_SCAN
11,7459,31,6.667481885675436,150.26192711179866,3,8,6,NORMAL
7838,6804414,4,307.9426414620337,976268.6995856107,3,7791,6,DDOS
757,39613,20,11.654791527495544,1018.686949654856,261,171,6,PORT_SCAN
3755,1543436,9,1366.21115621981,740566.9537293715,4,2279,6,DDOS
11,2672,18,2.371556473514591,114.40504106102209,3,2,6,NORMAL
494,36095,16,15.91166413838215,1804.964261445625,185,70,6,PORT_SCAN
318,25983,23,6.096313890616414,2002.6935334169402,147,65,6,PORT_SCAN
5487,4437929,6,968.1966130171656,1498928.7732265096,3,5273,6,DDOS
59,3929,43,7.369326812728244,774.255923448703,3,7,6,NORMAL
43,3986,60,1.3003868077019063,210.6833773454144,3,37,6,C2_BEACON
18,4401,33,6.33512779485652,537.5760597287322,1,8,6,NORMAL
704,21897,11,23.02137004918775,2036.3002890279283,273,166,6,PORT_SCAN
68,4699,35,4.804739762124487,364.9382896718777,3,5,6,NORMAL
325,34067,27,15.595162011310043,1417.334086824365,191,124,6,PORT_SCAN
282,48231,23,27.0924690457651,2637.0223170416516,80,299,6,PORT_SCAN
681,40820,7,16.924895916027218,2205.9030147265103,295,283,6,PORT_SCAN
13,7838,56,6.3390371099635585,105.6616687642126,4,9,6,NORMAL
34,4793,48,4.231618696771605,573.8944168867538,5,5,6,NORMAL
7470,7609870,10,1119.286137041569,1446807.2429501559,2,6947,6,DDOS
4603,3095845,6,305.01666080505487,1299399.9345303678,3,9051,6,DDOS
35,7191,81,1.2571440157523743,144.15981094453554,3,32,6,C2_BEACON
39,4241,23,2.4809376707828057,97.57618602229995,2,1,6,NORMAL
4057,3407342,6,487.57691328897175,763669.3156980752,4,9089,6,DDOS
78,3613,25,5.2009938425599085,893.066748763857,4,9,6,NORMAL
144,44616,9,11.232372187092857,1826.2016016029577,203,96,6,PORT_SCAN
55,1151,49,6.348696873147164,177.38229615396523,5,8,6,NORMAL
6893,6669641,7,325.28905253467775,1451867.4810423155,5,1570,6,DDOS
26,2161,5,5.169202459905062,290.4554263621373,4,8,6,NORMAL
79,5239,85,0.9507880833595856,249.34115380589608,3,46,6,C2_BEACON
17,2473,41,7.602120839734956,131.37077946448483,4,2,6,NORMAL
46,6050,39,1.684817165538402,469.64329442362373,3,10,6,NORMAL
51,2532,5,2.455889577990829,273.74519016145723,3,6,6,NORMAL
6450,4973122,3,1135.150171545445,902584.3887198182,3,7188,6,DDOS
69,3300,120,1.2039215177087268,265.62703133534177,2,23,6,C2_BEACON
563,37156,28,17.277336602231554,1864.2876829456445,219,174,6,PORT_SCAN
20,3862,119,0.7015685957220048,446.74113031963407,3,41,6,C2_BEACON
58,6414,103,0.8431683493652957,201.68386542010649,3,82,6,C2_BEACON
64,7121,5,4.420474896569017,74.00853419174848,2,1,6,NORMAL
9944,8524252,13,1294.42476525043,767787.0115091495,4,1963,6,DDOS
74,6848,44,7.40390712422908,879.1768234667044,1,3,6,NORMAL
18,1326,43,0.751822068157106,617.895651894975,1,4,6,NORMAL
32,1869,18,6.563455409895223,169.87669870661276,4,2,6,NORMAL
656,42065,14,6.873760904645405,2612.7683556202674,82,153,6,PORT_SCAN
7586,7817096,9,1076.3064614443983,103655.41534786095,2,5468,6,DDOS
52,6019,12,7.849235233843714,604.517034756347,1,10,6,NORMAL
36,6782,41,3.6244008774743466,657.041632598427,4,9,6,NORMAL
23,6265,38,5.251752363311899,309.82054951137786,3,10,6,NORMAL
54,2297,51,2.6247276432009095,233.42555487408993,1,10,6,NORMAL
62,1376,21,5.081388246040128,228.16623050502318,4,4,6,NORMAL
491,30209,19,6.554544254062291,1014.325301709156,97,218,6,PORT_SCAN
32,7955,42,6.042254251491405,676.1978583359755,3,3,6,NORMAL
5227,8572704,4,1441.2158307959603,571393.8063193447,4,3748,6,DDOS
73,5374,56,5.1172139544359885,109.9546061026368,2,7,6,NORMAL
57,5033,15,3.7899590904067044,929.3917540675886,1,3,6,NORMAL
232,49216,8,16.596136571876926,2741.2779506566253,178,75,6,PORT_SCAN
11,2407,10,1.6301277027311643,518.9005755359581,3,7,6,NORMAL
4436,5834600,13,878.5564547852887,535902.5662808921,5,8354,6,DDOS
52,2212,52,4.535040934302396,243.61128523277492,5,5,6,NORMAL
9858,4172603,10,1115.977106593113,263766.76911208656,3,3389,6,DDOS
59,4363,42,0.5257348769125301,107.77286974372771,3,23,6,C2_BEACON
37,5869,36,3.467239257954982,918.8202102535163,4,3,6,NORMAL
6353,8196599,11,1253.5288156467554,574572.8359999013,1,8251,6,DDOS
6414,5337546,14,817.1395108458482,305781.8814608791,2,3200,6,DDOS
59,3406,58,7.936564407044327,215.02642979692922,2,10,6,NORMAL
19,4178,43,4.094260248294697,430.76484246290494,5,7,6,NORMAL
64,3816,54,0.8136970628758862,748.5651909046776,4,6,6,NORMAL
50,1918,34,7.340931206930078,375.21066679775385,3,5,6,NORMAL
625,49045,29,7.593097647565176,2219.843937359935,278,286,6,PORT_SCAN
4523,4579421,5,1256.4307008153569,137712.21514893387,3,8140,6,DDOS
4568,2009387,12,1050.2838698313699,1222201.0168494568,2,4838,6,DDOS
42,7442,107,1.943679700016153,426.9324815810061,2,52,6,C2_BEACON
64,2269,100,2.5571148784733135,416.46386826980523,2,40,6,C2_BEACON
58,5027,35,0.9208620434672428,58.97766402142409,2,2,6,NORMAL
5734,632108,4,1056.4918564048069,1083984.5812029578,4,9121,6,DDOS
103,34527,9,27.200256852258015,2097.290988442628,198,74,6,PORT_SCAN
139,32404,27,14.207583490522484,1450.7255746242845,199,110,6,PORT_SCAN
249,32938,5,26.576357535924927,727.3385760253316,63,147,6,PORT_SCAN
3855,1380075,11,511.0651298586631,1188963.4262185139,4,9436,6,DDOS
72,2870,77,2.793959238338979,230.88143035874182,1,38,6,C2_BEACON
20,6456,32,1.091952545416009,622.3306338887159,2,9,6,NORMAL
4347,6023472,7,375.41294955606475,956677.3164291146,1,8863,6,DDOS
27,6947,104,2.86085276440377,118.33079079258432,2,38,6,C2_BEACON
653,26687,5,12.840742869276351,2851.543796991864,286,262,6,PORT_SCAN
29,3325,6,4.1207831336864835,330.6606094924856,1,2,6,NORMAL
5976,7814717,6,896.3420537302869,1278634.4365213476,1,9779,6,DDOS
40,7457,19,2.7555231409636085,722.1979576135736,4,1,6,NORMAL
7836,2279557,8,484.53056242055743,167541.69328017603,4,8439,6,DDOS
39,7598,11,3.350946687793746,480.7397872500137,3,3,6,NORMAL
29,6118,104,0.9168357630123409,208.2318701163053,2,73,6,C2_BEACON
46,1498,41,5.5746668433690925,410.7094761056634,4,6,6,NORMAL
60,5550,52,6.819514455230962,614.0384228494374,5,9,6,NORMAL
20,6005,13,2.8488930864927346,276.64409011685103,1,3,6,NORMAL
45,5053,5,4.374704387862007,231.5036023507439,2,7,6,NORMAL
68,7484,44,2.3049855375467514,214.9090277835866,3,63,6,C2_BEACON
20,1786,20,1.8036016124482586,121.31162545610952,1,7,6,NORMAL
22,5376,46,2.7529494038245597,744.2498938584633,5,7,6,NORMAL
403,11721,21,36.025990391350675,1538.2116798653271,50,283,6,PORT_SCAN
76,4030,38,0.9430886755686886,330.81399451976296,3,70,6,C2_BEACON
8809,8697714,13,1126.187274171536,1059860.3474622346,4,7947,6,DDOS
548,49489,14,12.892378881884706,2355.384766349375,161,258,6,PORT_SCAN
